text,spam,text_length,$_frequency,money_presence
"Subject: cdnow shipment confirmation
dear daren ,
thank you for shopping at cdnow . please keep this email invoice for
your records .
on june 16 we shipped your order number 30320418 for the following item :
cory morrow : man that i ' ve been
format : cd quantity : 1 price : 12 . 49
to the following address via u . s . postal service :
daren farmer
2747 meadowtree ln
spring , tx 77388
total number of items : 1
subtotal : $ 12 . 49
shipping : $ 2 . 99
sales tax : $ 0 . 00
- - - - - - - - - -
shipment total : $ 15 . 48
your order was billed to daren farmer . this shipment completes your
order and is paid in full .
most orders arrive within 4 - 8 business days . however , in rare instances
it may take up to 2 weeks .
please note , at cdnow , we will accept the return of any unopened item ,
except vinyl recordings , within 30 days of delivery for a full refund
of the purchase price ( minus shipping and handling ) .
what ever happened to a - ha ? ralph macchio ? catch up with old friends and
see our list of the top ' 80 s one hit wonders when you visit "" it came
from the ' 80 s : then and now . "" your trip down memory lane begins here :
evguide is the one - stop place for online shoppers to find online value .
please visit http : / / www . evguide . com for :
? big savings from the best sites on the web
? free 1 - year subscription to the magazine of your choice
? win a $ 50 , 000 online shopping spree
all this and more at :
for complete information about your order ( number 30320418 ) or to
confirm the status , click or copy / paste this link into your web browser :
http : / / cdnow . com / myorder / otid = 30320418
you can also access your order history directly from our homepage .
please do not reply to this email . if you have questions about your order that are not addressed in your online order history , please visit our contact cdnow page using this link :
http : / / cdnow . com / service
fast forward rewards ( tm ) program points for this order will
be credited in your membership summary as "" points earned . ""
thanks again for your order .
sincerely ,
cdnow customer service
never miss a beat .
cdnow , inc .
http : / / cdnow . com
aol keyword : cdnow
1757978",0,2246,5,0
"Subject: resumes sent
i sent you a stack of risk candidate resumes inter - office monday . ( steve ,
dutch also received them - spoke with him directly ) . these candidates
have not been contacted . please let me know who looks good for your
positions to help prioritize the ones we should phone screen .
i also have a stack of out of town resumes that would probably need
relocation . let me know if you want to see them .
thanks
toni",0,443,0,0
"Subject: enron / hpl actuals for december 18 , 2000
teco tap 87 . 500 / hpl gas daily",0,86,0,0
"Subject: re : duke energy
duke will be paid 9 / 22 for may 2000 through july 2000 . we should have the
august 2000 invoice by the end of next week . megan parker is handling this
deal going forward and has contacted duke to request an invoice for august .
megan was not receiving invoices , and since it is our policy to withhold
payment unless we are invoiced , payment was not made on this until now .
daren j farmer
09 / 18 / 2000 03 : 02 pm
to : kristen j hanson / hou / ect @ ect
cc :
subject : duke energy
kris ,
please forward this to the appropriate person .
we are buying gas from duke at the trevino plant on gulf energy ( tejas )
pipeline . this is a purchase that we obtained with the ces deal . duke
( laura bates ) has called , saying that they have not received payment in 4 or
5 months . the deal in sitara is # 145125 . please look into this and let me
know where we stand .
thanks .
d",0,921,0,0
"Subject: hpl nom for december 13 , 2000
( see attached file : hplnl 213 . xls )
- hplnl 213 . xls",0,99,0,0
"Subject: hunter singing at christmas program
here ' s a video of the three and four year old kids singing at the christmas
program at church last year .
it ' s about a minute and half in length .
hunter drowns out the other kids with his monotonal singing .
he ' s holding a staff and is dressed as a shepherd with a black headband on
the row below the back row angels .
to view this video , you ' ll need microsoft media player ( to download the
player , go to
- ram .",0,478,0,0
"Subject: eex meter # ' s
fyi . . . hopefully this will help . . .
- - - - - - - - - - - - - - - - - - - - - - forwarded by jill t zivley / hou / ect on 04 / 06 / 2001 04 : 22 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
thomas flowers on 04 / 06 / 2001 04 : 14 : 24 pm
to : "" ' jill . t . zivley @ enron . com ' ""
cc :
subject : meter # ' s
attached is a file showing various meter numbers . give me a call with any
questions .
>
- meters . xls",0,466,0,0
"Subject: re : fw : first deliveries - comstock oil & gas and hesco gathering
company
daren ,
is it okay to enter a wellhead deal in april for a purchase from hesco at meter # 9885 priced at gas daily less $ 0 . 14 with a volume of 1 , 100 / d ?
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 04 / 17 / 2001 09 : 55 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp . from : robert cotten 04 / 16 / 2001 04 : 13 pm
to : vance l taylor / enron @ enronxgate @ enron
cc : julie meyers / hou / ect @ ect , lisa hesse / hou / ect @ ect , cynthia hakemack / hou / ect @ ect , donald p reinhardt / enron @ enronxgate @ enron , susan smith / enron @ enronxgate @ enron , melissa graves / enron @ enronxgate @ enron
subject : re : fw : first deliveries - comstock oil & gas and hesco gathering company
vance ,
deal tickets have been created and entered in sitara as noted below . deal # 652448 was entered by risk as a term purchase at a price of ifhsc less $ 0 . 14 . you have indicated the price to be gas daily less $ 0 . 14 . which price is correct ?
bob
from : vance l taylor / enron @ enronxgate on 04 / 03 / 2001 05 : 40 pm
to : robert cotten / hou / ect @ ect
cc : julie meyers / hou / ect @ ect , lisa hesse / hou / ect @ ect , cynthia hakemack / hou / ect @ ect , donald p reinhardt / enron @ enronxgate , susan smith / enron @ enronxgate , melissa graves / enron @ enronxgate
subject : fw : first deliveries - comstock oil & gas and hesco gathering company
bob ,
the following production is now on - line and a ticket should be created and entered into sitara based on the following :
counterparty meter volumes deal # price period global no .
comstock oil cernosek , clem ; consemiu , donna ; cook , robert ; camp , howard ; hesse , lisa ; hlavaty , nathan ; wayne e lightfoot / hou / ect @ enron ; mckay , james ; smith , mary ; schneider , steve hpl ; melissa graves / hou / ect @ enron ; walters , michael ; zivley , jill ; johnson , mary jo ; wynne , rita ; allen , lauri ; jones , cheryl ; hansen , reid ; giron , darron ; winfree , o ' neal ; susan smith / hou / ect @ enron ; bryan , gary ; hanks , gary ; donald p reinhardt / hou / ect @ enron ; vance l taylor / hou / ect @ enron ; baumbach , david ; cotten , robert ; riley , brian ; austin , jeff ; hakemack , cynthia ; kenne , dawn ; csikos , lisa ; fosdick , j r ; rodriguez , carlos ; gomes , stephanie ; clynes , pat ; acton , tom ; walker , robert ; weissman , george ; harris , joanne ; sweeney , christy ; tisdale , earl ; farmer , daren
subject : first deliveries - comstock oil & gas and hesco gathering company
see attached letters
",0,2703,3,0
"Subject: tenaska 11 / 00 and 12 / 00
we have the actuals for december 2000 . we need three demand fees . let me
know if you have any questions .
deal 529856 - $ 878 , 330 . 63 to offset price difference on tenaska iv sale
deal 384258 - $ 459 , 483 . 51 to bill tenaska iv for payable reimbursement
deal 514353 - change demand volume from 45 , 000 to 45 , 333 to update agency fee
also , i need one more adjustment to nov 2000 and then we will be done .
deal 529856 , day 11 / 01 - change demand fee from $ 409 , 145 . 72 to $ 407 , 547 . 02
thanks ,
megan",0,564,4,0
"Subject: enron / hpl actuals for october 27 - 29 , 2000
october 27 , 2000
teco tap 100 . 000 / hpl gas daily
october 28 , 2000
teco tap 104 . 133 / hpl gas daily
october 29 , 2000
teco tap 100 . 000 / hpl gas daily",0,220,0,0
"Subject: global octane - meter 1528
fyi - meter 1528 has been trying to come back up since sat . sam in gas
control said it might be back up on wed . we currently have a nom of 500 / day .
al",0,194,0,0
"Subject: re : hilcorp old ocean volume
are we going to have some quality problems with this gas ? edg
to : daren j farmer / hou / ect @ ect , gerard krenek / gco / enron @ enron , jill t
zivley / hou / ect @ ect , james mckay / hou / ect @ ect , edward d gottlob / hou / ect @ ect ,
lauri a allen / hou / ect @ ect
cc : linda roberts / na / enron @ enron , george weissman / hou / ect @ ect , vance l
taylor / hou / ect @ ect
subject : re : hilcorp old ocean volume
well - i have officially not heard from hilcorp after numerous voice and email
messages . please plan to have the gas rerouted back down the valley line for
the dec 1 forward . call if you have any questions -
daren j farmer
11 / 21 / 2000 10 : 08 am
to : mary jo johnson / hou / ect @ ect
cc :
subject : re : hilcorp old ocean volume
thanks for the info . i appreciated the call the other day . it really helps
me out to recieve info early like that .
d
from : mary jo johnson 11 / 20 / 2000 03 : 38 pm
to : daren j farmer / hou / ect @ ect , james mckay / hou / ect @ ect , gary a
hanks / hou / ect @ ect
cc : jill t zivley / hou / ect @ ect
subject : hilcorp old ocean volume
according to gary hanks , we would like to have the gas on the valley line
anyway
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary jo johnson / hou / ect on 11 / 20 / 2000
03 : 26 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
to : jill t zivley / hou / ect @ ect
cc : edward d gottlob / hou / ect @ ect , lauri a allen / hou / ect @ ect
subject : re : producer service group ?
i can not believe you are sending emails form hawaii ! ! ! ! you are crazy . i
took care of camden for the month -
it is now 330 and hilcorp has not responded . i spoke with jerry bubert
several times today - emailed mike lannou and left messages , and had him
paged , and copied hildebrand ( the president ) . if we don ' t hear by 4 pm , we
are supposed to bypass the gas . . . . . . . . . . .",0,1977,0,0
"Subject: neon lesson 5
please respond to here is lesson # 5 . have fun !
- experiencing god week 5 . doc",0,106,0,0
"Subject: imbalance gas
just in case worse comes to worse .
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary poorman / na / enron on 03 / 21 / 2001 11 : 29
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : juliann kemp / enron @ enronxgate on 03 / 21 / 2001 10 : 39 am
to : mary poorman / na / enron @ enron
cc :
subject : imbalance gas
mary we just have two . thanks - julie
contract 012 - 87794 - 02 - 001 ( delivery )
meter 981506
we owe them 21 , 771
981244 ( delivery ) koch refinery
we owe them 16 , 810",0,548,0,0
"Subject: note
",1,15,0,0
"Subject: re : license
to all :
well , let me tell it to you like this ! i will never ever ever have
to study for another fricken exam ! hell yes i passed that s . o . b . i about
died when i opened the envelope b / c i couldn ' t believe it ! i am now rusty
r . glover , p . e . ! i probably won ' t know you next time i see you ! my head
was so big this morning i could barely make it through the door !
later ,
rusty r . glover , p . e .
- - - - - original message - - - - -
from : camille davis [ mailto : kcdavis @ pdq . net ]
sent : monday , january 31 , 2000 1 : 59 pm
to : glover , rusty
subject : license
did you past your test ? ? ?
camille
- attl . htm",0,678,0,0
